codSubclase,Descripción,"Estado (1-Inactivo, 2-Activo)"
473000002,Venta al por menor de productos lubricantes y refrigerantes para vehículos automotores,2
473099000,Venta al por menor de combustibles para vehículos automotores en comercios especializados,2
474100001,Venta al por menor de computadoras,2
474100002,Venta al por menor de equipo informático periférico,2
474100003,Venta al por menor de consolas de videojuegos,2
474100004,"Venta al por menor de programas informáticos no personalizados, incluidos videojuegos",2
474100005,Venta al por menor de equipo de telecomunicaciones,2
474199000,"Venta al por menor de computadoras, equipo periféricos, programas de información y telecomunicaciones en comercios especializados",2
474200001,Venta al por menor de equipo de radio y de televisión,2
474200002,Venta al por menor de equipo estereofónico,2
474200003,Venta al por menor de aparatos de reproducción y de grabación de CD y DVD,2
474200090,Venta al por menor de otro equipo de audio y vídeo en comercios especializados no contemplado en otra actividad asociada,2
474299000,Venta al por menor de equipo de audio y vídeo en comercios especializados,2
475100001,Venta al por menor de telas,2
475100002,Venta al por menor de lanas y otros hilados para tejer,2
475100003,"Venta al por menor de materiales básicos para hacer alfombras, tapices o bordados",2
475100004,Venta al por menor de textiles,2
475100005,"Venta al por menor de artículos de mercería: agujas, hilo de coser, etc.",2
475199000,Venta al por menor de textiles en almacenes especializados,2
475201001,Venta al por menor de artículos de ferretería,2
475201002,"Venta al por menor de pinturas, barnices y lacas",2
475201003,"Venta al por menor de otros materiales de construcción como: ladrillos, madera, equipo sanitario",2
475201004,Venta al por menor de material y equipo de bricolaje,2
475201005,"Venta al por menor de segadoras de césped de cualquier tipo, etc.",2
475201006,Venta al por menor de saunas,2
475201007,Venta al por menor de artículos de ferretería y pinturas en comercios especializados,2
475202001,"Venta al por menor de vidrio plano y otros productos de vidrio, utilizados para la construcción",2
475202090,"Venta al por menor de otros productos de vidrio en comercios especializados, no contemplado en otra actividad asociada",2
475299000,"Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en almacenes especializados",2
475300001,Venta al por menor de tapices y alfombras,2
475300002,Venta al por menor de cortinas y visillos,2
475300003,Venta al por menor de papel de empapelar y cubrimientos para pisos,2
475399000,"Venta al por menor de tapices, alfombras, cubierto para paredes y piso en comercios especializados",2
475900001,Venta al por menor de muebles de uso doméstico,2
475900002,Venta al por menor de artículos de iluminación,2
475900003,"Venta al por menor de utensilios de uso doméstico, cubiertos, vajilla, cristalería y objetos de porcelana y de cerámica",2
475900004,"Venta al por menor de productos de madera, corcho y mimbre",2
475900005,Venta al por menor de aparatos de uso doméstico,2
475900006,Venta al por menor de instrumentos musicales y partituras,2
475900007,"Venta al por menor de sistemas de seguridad, como dispositivos de cierre, cajas de caudales y cajas fuertes, sin servicio de instalación ni de mantenimiento",2
475900008,Venta al por menor de enseres y aparatos de uso doméstico no contemplado en otra actividad asociada,2
475999000,"Venta al por menor de aparatos eléctricos de uso doméstico, muebles, artículos y equipos de iluminación y otros enseres de uso domésticos en almacenes especializados",2
476100001,Venta al por menor de todo tipo de libros,2
476100002,Venta al por menor de periódicos y artículos de papelería,2
476100003,"Venta al por menor de material de oficina, como plumas estilográficas, bolígrafos, lápices, papel, etc.",2
476199000,"Venta al por menor de libros, periódicos y artículos de papelería en almacenes especializados",2
476200001,"Venta al por menor de discos de vinilo, cintas magnetofónicas, discos compactos y casetes de música",2
476200002,Venta al por menor de cintas de vídeo y DVD,2
476200003,Venta al por menor de cintas y discos vírgenes,2
476299000,Venta al por menor de grabaciones musicales y videográficas en almacenes especializados,2
476300000,"Venta al por menor de artículos de deporte, de pesca y de acampada, embarcaciones y bicicletas en comercios especializados",2
476399000,Venta al por menor de artículos de deporte en comercios especializados,2
476400000,Venta al por menor de juegos y juguetes de todos los materiales,2
477101001,Venta al por menor de prendas de vestir en almacenes especializados,2
477101002,Venta al por menor de artículos de piel en almacenes especializados,2
477101003,"Venta al por menor de accesorios de vestir, como guantes, corbatas, tirantes, etc. en almacenes especializados",2
477101004,Venta al por menor de paraguas y sombrillas en almacenes especializados,2
477101005,Venta al por menor de artículos de cuero en almacenes especializados,2
477101006,Venta al por menor de accesorios de viaje de cuero natural y cuero de imitación en almacenes especializados,2
477101007,Venta al por menor de prendas de vestir y artículos de cuero en almacenes especializados,2
477102000,Venta al por menor de todo tipo de calzado,2
477199000,"Venta al por menor de productos textiles, prendas de vestir, calzado y artículos de cuero en almacenes especializados",2
477200001,Venta al por menor de productos farmacéuticos,2
477200002,Venta al por menor de productos medicinales y ortopédicos,2
477200003,Venta al por menor de artículos de perfumería y cosméticos,2
477299000,"Venta al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en comercios especializados",2
477300001,"Venta al por menor de equipo fotográfico, óptico y de precisión",2
477300002,Actividades de ópticos,2
477300003,Venta al por menor de relojes y joyas,2
477300004,"Venta al por menor de flores, plantas, semillas, abonos, animales domésticos y piensos para animales domésticos",2
477300005,"Venta al por menor de recuerdos, artesanía y artículos religiosos",2
477300006,Actividades de galerías de arte comerciales,2
477300007,"Venta al por menor de fuel, gas en bombonas, carbón y leña para uso doméstico",2
477300008,Venta al por menor de materiales de limpieza,2
477300009,Venta al por menor de armas y municiones,2
477300010,Venta al por menor de sellos y monedas,2
477300011,Venta al por menor de productos no alimenticios no contemplado en otra actividad asociada,2
477399000,Otra venta al por menor de otros productos nuevos en comercios especializados,2
477400001,Venta al por menor de libros de segunda mano,2
477400002,Venta al por menor de otros artículos de segunda mano,2
477400003,Venta al por menor de antigüedades,2
477400004,Actividades de casas de subastas de artículos de segunda mano (al por menor),2
477499000,Venta al por menor de artículos de segunda mano,2
478100000,"Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados",2
478200000,"Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados",2
478900001,"Venta al por menor de otros productos en puestos de venta y mercados, tales como tapices y alfombras",2
478900002,"Venta al por menor de otros productos en puestos de venta y mercados, tales como libros",2
478900003,"Venta al por menor de otros productos en puestos de venta y mercados, tales como juegos y juguetes",2
478900004,"Venta al por menor de otros productos en puestos de venta y mercados, tales como aparatos de uso doméstico y productos electrónicos de consumo",2
478900005,"Venta al por menor de otros productos en puestos de venta y mercados, tales como grabaciones de música y de vídeo",2
478999000,Venta al por menor en puestos de venta y mercados de otras mercancías,2
479100001,Venta al por menor de todo tipo de productos por correo,2
479100002,Venta al por menor de todo tipo de productos por Internet,2
479100003,"Venta directa por televisión, por radio y por teléfono",2
479100004,Subastas al por menor por Internet,2
479199000,Venta al por menor por correo y Internet,2
479900001,"Venta directa o por vendedores a domicilio, no incluida en clases anteriores",2
479900002,"Venta mediante máquinas expendedoras, etc., no incluida en clases anteriores",2
479900003,"Venta directa de combustibles (combustible de calefacción, leña, etc.) con entrega en el domicilio del cliente",2
479900004,"Actividades de casas de subastas (al por menor) no realizadas en comercios, puestos de venta o mercados",2
479900005,Venta al por menor por comisionistas (no dependientes de comercios),2
479999000,"Otros tipos de venta al por menor no realizada en comercios, puestos de venta o mercados",2
491100000,Servicio de transporte interurbano de pasajeros por ferrocarril,2
491200000,Servicio de transporte de carga por ferrocarril,2
492100001,Servicio de transporte regular de pasajeros por autobús,2
492100002,"Servicio de transporte de pasajeros en zona rural, ruta regular de buses",2
492100003,"Servicio de transporte de pasajeros en zona urbana, ruta regular de buses",2
492100004,Servicio de transporte interurbano de pasajeros,2
492199000,"Transporte terrestre de pasajeros del área urbana, suburbana por vía terrestre",2
492201001,Servicio de transporte terrestre de estudiantes,2
492201002,Servicio de transporte terrestre de trabajadores,2
492201003,Servicio de transporte terrestre de estudiantes y trabajadores,2
492202000,Servicio de transporte de pasajeros en taxis,2
492203001,Servicios de transporte de pasajeros por autobús para viajes contratados,2
492203002,Servicios de transporte de pasajeros por buseta para viajes contratados,2
492203003,Servicio de transporte en bus para excursiones,2
